vtaxid,vname,vrefseq,htaxid,hname
2283012,Bacillus phage Wes44,NC_048725,1434,Bacillus thuringiensis serovar berliner
663237,Bacillus phage Wip1,NC_022094,1392,Bacillus anthracis
1805956,Bacillus phage Zuko,NC_031116,29339,Bacillus thuringiensis serovar kurstaki
340054,Bacteriophage APSE-2,NC_011551,138072,Candidatus Hamiltonella defensa
1589751,Bacteriophage Lily,NC_028841,1464,Paenibacillus larvae
2592161,Bacteriophage R18C,NC_049461,624,Shigella sonnei
2592161,Bacteriophage R18C,NC_049461,67825,Citrobacter rodentium
2592161,Bacteriophage R18C,NC_049461,511145,Escherichia coli str. K-12 substr. MG1655
1589753,Bacteriophage Redbud,KP296794,1464,Paenibacillus larvae
1777122,Bacteriophage vB_NpeS-2AV2,NC_048637,2027346,Nodularia spumigena AV2
1105171,Bacteroides phage B124-14,NC_016770,817,Bacteroides fragilis
99179,Bacteroides phage B40-8,NC_011222,817,Bacteroides fragilis
2301731,Bacteroides phage crAss001,NC_049977,329854,Bacteroides intestinalis
1035662,Bdellovibrio phage phi1402,NC_015721,959,Bdellovibrio bacteriovorus
1127515,Bdellovibrio phage phi1422,NC_019525,959,Bdellovibrio bacteriovorus
145579,Bdellovibrio phage phiMH2K,NC_002643,959,Bdellovibrio bacteriovorus
2713242,Bifidobacterium phage BadAargau2,NC_048859,1684,Bifidobacterium asteroides
2713243,Bifidobacterium phage BadAztec1,NC_048858,1684,Bifidobacterium asteroides
263375,Bordetella phage BIP-1,AY526909,517,Bordetella
263374,Bordetella phage BMP-1,AY526908,517,Bordetella
1916123,Bordetella phage CN1,NC_047876,518,Bordetella bronchiseptica
1916124,Bordetella phage CN2,NC_047877,518,Bordetella bronchiseptica
1916125,Bordetella phage FP1,NC_047878,518,Bordetella bronchiseptica
1916126,Bordetella phage MW2,NC_047879,518,Bordetella bronchiseptica
2029657,Bordetella phage vB_BbrM_PHB04,NC_047861,518,Bordetella bronchiseptica
1296661,Brevibacillus phage Abouo,NC_029029,1465,Brevibacillus laterosporus
1296662,Brevibacillus phage Davies,NC_022980,1465,Brevibacillus laterosporus
1296660,Brevibacillus phage Emery,KC595516,1465,Brevibacillus laterosporus
1691954,Brevibacillus phage Jenst,NC_028805,1465,Brevibacillus laterosporus
1296659,Brevibacillus phage Jimmer1,NC_029104,1465,Brevibacillus laterosporus
1296658,Brevibacillus phage Jimmer2,NC_041976,1465,Brevibacillus laterosporus
1691955,Brevibacillus phage Osiris,NC_028969,1465,Brevibacillus laterosporus
1691958,Brevibacillus phage Sundance,NC_028749,1465,Brevibacillus laterosporus
2027888,Brevibacterium phage LuckyBarnes,NC_047851,31943,Brevibacterium iodinum
857312,Brochothrix phage A9,NC_015253,2756,Brochothrix thermosphacta
764562,Brochothrix phage BL3,NC_015254,2756,Brochothrix thermosphacta
764561,Brochothrix phage NF5,NC_015252,2756,Brochothrix thermosphacta
1718278,Brucella phage BiPBO1,NC_031264,1218315,Brucella inopinata
1308869,Brucella phage Bk,KC556893,29459,Brucella melitensis
1401446,Brucella phage F1,HG428758,52132,Brucella sp.
1308870,Brucella phage Fz,KC556894,235,Brucella abortus
1133293,Brucella phage Pr,NC_019447,29459,Brucella melitensis
1277895,Brucella phage R/C,KC556895,36855,Brucella canis
1308871,Brucella phage S708,KC556896,29461,Brucella suis
1133292,Brucella phage Tb,NC_019446,1169205,Brucella abortus 544
1277893,Brucella phage Wb,KC556898,235,Brucella abortus
1636201,Burkholderia phage AP3,NC_047752,95486,Burkholderia cenocepacia
348137,Burkholderia phage Bcep176,NC_007497,292,Burkholderia cepacia
279530,Burkholderia phage BcepB1A,NC_005886,32008,Burkholderia
437329,Burkholderia phage BcepGomr,NC_009447,292,Burkholderia cepacia
242861,Burkholderia phage BcepNazgul,NC_005091,292,Burkholderia cepacia
2530032,Burkholderia phage BcepSaruman,NC_049850,95486,Burkholderia cenocepacia
2530033,Burkholderia phage BcepSauron,NC_049851,95486,Burkholderia cenocepacia
1514988,Burkholderia phage BEK,CP008753,441158,Burkholderia pseudomallei 9
1432428,Burkholderia phage Bp-AMP1,NC_047743,272560,Burkholderia pseudomallei K96243
1437328,Burkholderia phage Bp-AMP2,HG796219,272560,Burkholderia pseudomallei K96243
1673729,Burkholderia phage Bp-AMP3,HG796220,272560,Burkholderia pseudomallei K96243
1437329,Burkholderia phage Bp-AMP4,HG796221,272560,Burkholderia pseudomallei K96243
1401297,Burkholderia phage JG068,NC_022916,95486,Burkholderia cenocepacia
910474,Burkholderia phage KL3,NC_015266,152480,Burkholderia ambifaria
557289,Burkholderia phage KS10,NC_011216,95486,Burkholderia cenocepacia
910475,Burkholderia phage KS14,NC_015273,95486,Burkholderia cenocepacia
910473,Burkholderia phage KS5,NC_015265,95486,Burkholderia cenocepacia
335797,Burkholderia phage KS9,NC_013055,28450,Burkholderia pseudomallei
335797,Burkholderia phage KS9,NC_013055,60550,Burkholderia pyrrocinia
1235712,Burkholderia phage phiX216,JX681814,28450,Burkholderia pseudomallei
1282994,Burkholderia phage ST79,NC_021343,28450,Burkholderia pseudomallei
1133022,Burkholderia phage vB_BceS_AH2,NC_018283,95486,Burkholderia cenocepacia
1132026,Burkholderia phage vB_BceS_KL1,NC_018278,95486,Burkholderia cenocepacia
2115967,Burkholderia phage vB_BmuP_KL4,NC_047958,32008,Burkholderia
1470458,Campylobacter phage CJIE4-1,KF751793,197,Campylobacter jejuni
1470458,Campylobacter phage CJIE4-1,KF751793,32022,Campylobacter jejuni subsp. jejuni
1470459,Campylobacter phage CJIE4-2,KF751794,197,Campylobacter jejuni
1470459,Campylobacter phage CJIE4-2,KF751794,32022,Campylobacter jejuni subsp. jejuni
1470460,Campylobacter phage CJIE4-3,KF751795,1357994,Campylobacter jejuni subsp. jejuni 00-2425
1470461,Campylobacter phage CJIE4-4,KF751796,197,Campylobacter jejuni
1470461,Campylobacter phage CJIE4-4,KF751796,32022,Campylobacter jejuni subsp. jejuni
1470462,Campylobacter phage CJIE4-5,KF751797,197,Campylobacter jejuni
1470462,Campylobacter phage CJIE4-5,KF751797,32022,Campylobacter jejuni subsp. jejuni
1229752,Campylobacter phage CP30A,NC_018861,32022,Campylobacter jejuni subsp. jejuni
1229752,Campylobacter phage CP30A,NC_018861,1201032,Campylobacter jejuni subsp. jejuni PT14
1340809,Campylobacter phage CP8,KF148616,32022,Campylobacter jejuni subsp. jejuni
1541686,Campylobacter phage PC14,NC_031909,197,Campylobacter jejuni
1904491,Campylobacter phage vB_CjeM_Los1,NC_041896,197,Campylobacter jejuni
2283269,Caulobacter phage CcrBL10,NC_048045,190650,Caulobacter vibrioides CB15
2283270,Caulobacter phage CcrBL9,NC_048047,190650,Caulobacter vibrioides CB15
1211640,Caulobacter phage CcrColossus,NC_019406,155892,Caulobacter vibrioides
2283271,Caulobacter phage CcrPW,NC_048046,190650,Caulobacter vibrioides CB15
2283272,Caulobacter phage CcrSC,NC_048048,190650,Caulobacter vibrioides CB15
1357714,Caulobacter phage Cr30,NC_025422,190650,Caulobacter vibrioides CB15
2024607,Caulobacter phage Lullwater,NC_047860,155892,Caulobacter vibrioides
1701809,Caulobacter phage Percy,NC_029092,78,Caulobacter sp.
767473,Caulobacter phage phiCb5,NC_019453,155892,Caulobacter vibrioides
1675600,Caulobacter phage Sansa,NC_047756,155892,Caulobacter vibrioides
1675601,Caulobacter phage Seuss,NC_047757,155892,Caulobacter vibrioides
1197951,Celeribacter phage P12053L,NC_018280,1397108,Celeribacter marinus
1327981,Cellulophaga phage phi10:1,NC_021802,76594,Cellulophaga baltica
1327976,Cellulophaga phage phi12:1,NC_021791,76594,Cellulophaga baltica
1327969,Cellulophaga phage phi12:2,NC_021797,76594,Cellulophaga baltica
1327979,Cellulophaga phage phi12:3,KC821615,76594,Cellulophaga baltica
1327987,Cellulophaga phage phi12a:1,NC_021805,76594,Cellulophaga baltica
1327992,Cellulophaga phage phi13:1,KC821625,76594,Cellulophaga baltica
1327992,Cellulophaga phage phi13:1,KC821625,1348583,Cellulophaga baltica 13
1328030,Cellulophaga phage phi13:2,NC_021803,76594,Cellulophaga baltica
1328030,Cellulophaga phage phi13:2,NC_021803,1348583,Cellulophaga baltica 13
1327990,Cellulophaga phage phi14:2,NC_021806,76594,Cellulophaga baltica
1327980,Cellulophaga phage phi17:1,NC_021795,76594,Cellulophaga baltica
1327972,Cellulophaga phage phi17:2,NC_021798,76594,Cellulophaga baltica
1327982,Cellulophaga phage phi18:1,NC_021790,76594,Cellulophaga baltica
1327982,Cellulophaga phage phi18:1,NC_021790,1348584,Cellulophaga baltica 18
1327995,Cellulophaga phage phi18:2,KC821627,76594,Cellulophaga baltica
1327995,Cellulophaga phage phi18:2,KC821627,1348584,Cellulophaga baltica 18
1327983,Cellulophaga phage phi18:3,NC_021794,76594,Cellulophaga baltica
1327983,Cellulophaga phage phi18:3,NC_021794,1348584,Cellulophaga baltica 18
1327997,Cellulophaga phage phi18:4,KC821628,76594,Cellulophaga baltica
1327997,Cellulophaga phage phi18:4,KC821628,1348584,Cellulophaga baltica 18
1327970,Cellulophaga phage phi19:1,NC_021799,76594,Cellulophaga baltica
1327984,Cellulophaga phage phi19:2,KC821621,76594,Cellulophaga baltica
1327971,Cellulophaga phage phi19:3,NC_021789,76594,Cellulophaga baltica
1327977,Cellulophaga phage phi38:1,NC_021796,1348585,Cellulophaga baltica NN016038
1327999,Cellulophaga phage phi38:2,KC821629,1348585,Cellulophaga baltica NN016038
1327993,Cellulophaga phage phi39:1,NC_021804,76594,Cellulophaga baltica
756279,Cellulophaga phage phi3:1,KC821630,76594,Cellulophaga baltica
1327973,Cellulophaga phage phi3ST:2,KC821610,76594,Cellulophaga baltica
1327975,Cellulophaga phage phi40:1,KC821612,76594,Cellulophaga baltica
1327974,Cellulophaga phage phi46:1,NC_021800,76594,Cellulophaga baltica
1327985,Cellulophaga phage phi46:3,NC_021792,76594,Cellulophaga baltica
756281,Cellulophaga phage phi47:1,KC821634,76594,Cellulophaga baltica
1328028,Cellulophaga phage phi48:1,KC821631,76594,Cellulophaga baltica
1327968,Cellulophaga phage phi48:2,NC_021793,76594,Cellulophaga baltica
1328029,Cellulophaga phage phi4:1,NC_021788,76594,Cellulophaga baltica
1328029,Cellulophaga phage phi4:1,NC_021788,1348582,Cellulophaga baltica 4
756280,Cellulophaga phage phiSM,NC_020860,192170,Cellulophaga sp. MM#3
756282,Cellulophaga phage phiST,NC_020842,192170,Cellulophaga sp. MM#3
105154,Chlamydia phage 2,NC_002194,83554,Chlamydia psittaci
225067,Chlamydia phage 3,AJ550635,810,Chlamydia
313629,Chlamydia phage 4,NC_007461,83555,Chlamydia abortus
90963,Chlamydia phage CPG1,NC_001998,83554,Chlamydia psittaci
2267237,Citrobacter phage CF1 DK-2017,NC_047823,546,Citrobacter freundii
2267236,Citrobacter phage CF1 ERZ-2017,NC_042067,546,Citrobacter freundii
1455075,Citrobacter phage CR44b,NC_023576,67825,Citrobacter rodentium
1455076,Citrobacter phage CR8,NC_023548,67825,Citrobacter rodentium
1622234,Citrobacter phage CVT22,NC_027988,1676276,Citrobacter sp. TM1552
1673887,Citrobacter phage IME-CF2,NC_029013,546,Citrobacter freundii
1701810,Citrobacter phage Margaery,NC_028755,1896336,Citrobacter sp.
1675602,Citrobacter phage Merlin,NC_028857,546,Citrobacter freundii
1675603,Citrobacter phage Michonne,NC_028247,546,Citrobacter freundii
1527524,Citrobacter phage Miller,NC_025414,544,Citrobacter
1527524,Citrobacter phage Miller,NC_025414,546,Citrobacter freundii
1540094,Citrobacter phage Moogle,NC_027293,546,Citrobacter freundii
1540095,Citrobacter phage Moon,NC_027331,546,Citrobacter freundii
1701846,Citrobacter phage Mordin,NC_041977,546,Citrobacter freundii
1610508,Citrobacter phage phiCFP-1,NC_028880,546,Citrobacter freundii
2315629,Citrobacter phage Sazh,NC_048065,546,Citrobacter freundii
1805464,Citrobacter phage SH1,NC_031066,546,Citrobacter freundii
1805465,Citrobacter phage SH2,NC_031092,546,Citrobacter freundii
1805466,Citrobacter phage SH3,NC_031123,546,Citrobacter freundii
1805467,Citrobacter phage SH4,NC_031018,546,Citrobacter freundii
1871313,Citrobacter phage vB_CfrM_CfP1,NC_031057,544,Citrobacter
2079275,Citrobacter phage vB_CroP_CrRp3,NC_047920,67825,Citrobacter rodentium
686439,Clavibacter phage CMP1,NC_013698,33013,Clavibacter michiganensis subsp. michiganensis
1406793,Clavibacter phage CN1A,NC_023549,28447,Clavibacter michiganensis
12336,Clostridium phage c-st,NC_007581,929505,Clostridium botulinum C str. Stockholm
1868595,Clostridium phage CDKM15,NC_048643,1496,Clostridioides difficile
1868594,Clostridium phage CDKM9,NC_048642,1496,Clostridioides difficile
1411095,Clostridium phage CDMH1,NC_024144,1496,Clostridioides difficile
2420237,Clostridium phage CPD2,NC_048738,1502,Clostridium perfringens
1983541,Clostridium phage CPS1,NC_048661,1502,Clostridium perfringens
2175605,Clostridium phage CPS2,NC_048707,195103,Clostridium perfringens ATCC 13124
926066,Clostridium phage CpV1,NC_048629,1502,Clostridium perfringens
1128071,Clostridium phage phi24R,NC_019523,1502,Clostridium perfringens
190478,Clostridium phage phi3626,NC_003524,1502,Clostridium perfringens
1147137,Clostridium phage phi8074-B1,NC_019924,1509,Clostridium sporogenes
1582150,Clostridium phage phiCD111,NC_028905,1496,Clostridioides difficile
1582151,Clostridium phage phiCD146,NC_028958,1496,Clostridioides difficile
1582152,Clostridium phage phiCD211,NC_029048,1496,Clostridioides difficile
1582149,Clostridium phage phiCD24-1,LN681534,1496,Clostridioides difficile
1032362,Clostridium phage phiCD38-2,NC_015568,1496,Clostridioides difficile
1582153,Clostridium phage phiCD481-1,NC_028951,1496,Clostridioides difficile
1582154,Clostridium phage phiCD505,NC_028764,1496,Clostridioides difficile
1582155,Clostridium phage phiCD506,NC_028838,1496,Clostridioides difficile
864178,Clostridium phage phiCD6356,NC_015262,1496,Clostridioides difficile
1445553,Clostridium phage phiCDHM11,NC_029001,1485,Clostridium
1437363,Clostridium phage phiCDHM13,NC_029116,1496,Clostridioides difficile
1522091,Clostridium phage phiCDHM14,NC_048665,1485,Clostridium
1522092,Clostridium phage phiCDHM19,NC_028996,1485,Clostridium
1042122,Clostridium phage phiCP13O,NC_019506,1502,Clostridium perfringens
673376,Clostridium phage phiCP26F,NC_019496,1502,Clostridium perfringens
1042123,Clostridium phage phiCP34O,NC_019508,1502,Clostridium perfringens
541865,Clostridium phage phiCP39-O,NC_011318,1502,Clostridium perfringens
1162304,Clostridium phage phiCP7R,NC_017980,1502,Clostridium perfringens
1042124,Clostridium phage phiCP9O,JF767210,1502,Clostridium perfringens
1162305,Clostridium phage phiCPV4,NC_018083,1502,Clostridium perfringens
1567009,Clostridium phage phiCT19406A,NC_030950,1513,Clostridium tetani
1567010,Clostridium phage phiCT19406B,NC_030947,1513,Clostridium tetani
1567011,Clostridium phage phiCT19406C,NC_029006,1513,Clostridium tetani
1567012,Clostridium phage phiCT453A,NC_028991,1513,Clostridium tetani
1567013,Clostridium phage phiCT453B,NC_029004,1513,Clostridium tetani
1567014,Clostridium phage phiCT9441A,NC_029022,1172203,Clostridium tetani ATCC 9441
1567015,Clostridium phage phiCTC2A,NC_030949,1513,Clostridium tetani
1567016,Clostridium phage phiCTC2B,NC_030951,1513,Clostridium tetani
871584,Clostridium phage phiCTP1,NC_014457,1519,Clostridium tyrobutyricum
1582156,Clostridium phage phiMMP01,NC_028883,1496,Clostridioides difficile
1204534,Clostridium phage phiMMP02,NC_019421,1496,Clostridioides difficile
1582157,Clostridium phage phiMMP03,NC_028959,1496,Clostridioides difficile
1204535,Clostridium phage phiMMP04,NC_019422,1496,Clostridioides difficile
1187894,Clostridium phage PhiS63,NC_017978,1502,Clostridium perfringens
396359,Clostridium phage phiSM101,NC_008265,289380,Clostridium perfringens SM101
1162306,Clostridium phage phiZP2,NC_018084,1502,Clostridium perfringens
2316154,Clostridium phage susfortuna,NC_048712,1502,Clostridium perfringens
1305708,Clostridium phage vB_CpeS-CP51,NC_021325,1502,Clostridium perfringens
765765,Colwellia phage 9A,NC_018088,28228,Colwellia
765765,Colwellia phage 9A,NC_018088,167879,Colwellia psychrerythraea 34H
2588499,Corynebacterium phage Adelaide,NC_048791,1725,Corynebacterium xerosis
28358,Corynebacterium phage BFK20,NC_009799,92706,[Brevibacterium] flavum
2047868,Corynebacterium phage C3PO,NC_042085,38305,Corynebacterium vitaeruminis
2047869,Corynebacterium phage Darwin,NC_042086,38305,Corynebacterium vitaeruminis
2588501,Corynebacterium phage Dina,NC_048787,1725,Corynebacterium xerosis
2301600,Corynebacterium phage Juicebox,NC_048070,1725,Corynebacterium xerosis
2588502,Corynebacterium phage Lederberg,NC_048790,1725,Corynebacterium xerosis
384848,Corynebacterium phage P1201,NC_009816,1718,Corynebacterium glutamicum
2052821,Corynebacterium phage phi673,NC_042354,1718,Corynebacterium glutamicum
2052822,Corynebacterium phage phi674,NC_042355,1718,Corynebacterium glutamicum
2015851,Corynebacterium phage Poushou,NC_042139,38305,Corynebacterium vitaeruminis
2301601,Corynebacterium phage SamW,NC_048069,1725,Corynebacterium xerosis
2591204,Corynebacterium phage StAB,NC_048780,1725,Corynebacterium xerosis
2588504,Corynebacterium phage Stiles,NC_048789,1725,Corynebacterium xerosis
2047871,Corynebacterium phage Zion,NC_042087,38305,Corynebacterium vitaeruminis
1176422,Croceibacter phage P2559S,NC_018276,216432,Croceibacter atlanticus HTCC2559
1327037,Croceibacter phage P2559Y,NC_023614,216432,Croceibacter atlanticus HTCC2559
1162295,Cronobacter phage CR3,NC_017974,28141,Cronobacter sakazakii
1195085,Cronobacter phage CR5,NC_021531,28141,Cronobacter sakazakii
1327934,Cronobacter phage CR8,NC_024354,28141,Cronobacter sakazakii
1162290,Cronobacter phage CR9,NC_023717,28141,Cronobacter sakazakii
1712539,Cronobacter phage Dev-CD-23823,NC_029070,413496,Cronobacter
1410331,Cronobacter phage Dev2,NC_023558,413502,Cronobacter turicensis
984175,Cronobacter phage ENT39118,NC_019934,28141,Cronobacter sakazakii
984186,Cronobacter phage ENT47670,NC_019927,28141,Cronobacter sakazakii
1073754,Cronobacter phage ES2,JF314845,28141,Cronobacter sakazakii
947842,Cronobacter phage ESSI-2,NC_047854,28141,Cronobacter sakazakii
2200756,Cronobacter phage GW1,NC_048161,413502,Cronobacter turicensis
2729575,Cronobacter phage JC01,NC_052989,28141,Cronobacter sakazakii
1684115,Cronobacter phage PBES 02,NC_028672,1888169,Cronobacter sp.
2496544,Cronobacter phage PhiCS01,NC_048088,28141,Cronobacter sakazakii
1168280,Cronobacter phage phiES15,NC_018454,1138308,Cronobacter sakazakii ES15
1327935,Cronobacter phage S13,NC_028773,28141,Cronobacter sakazakii
1141138,Cronobacter phage vB_CsaM_GAP161,NC_019398,28141,Cronobacter sakazakii
1141135,Cronobacter phage vB_CsaM_GAP31,NC_019400,28141,Cronobacter sakazakii
1141136,Cronobacter phage vB_CsaM_GAP32,NC_019401,28141,Cronobacter sakazakii
1885242,Cronobacter phage vB_CsaM_leB,NC_048645,28141,Cronobacter sakazakii
1873954,Cronobacter phage vB_CsaM_leE,NC_048646,28141,Cronobacter sakazakii
2699738,Cronobacter phage vB_CsaP_009,NC_048664,28141,Cronobacter sakazakii
1141137,Cronobacter phage vB_CsaP_GAP52,NC_019402,28141,Cronobacter sakazakii
1498011,Cronobacter phage vB_CsaP_Ss1,KM058087,28141,Cronobacter sakazakii
1264737,Cronobacter phage vB_CskP_GAP227,NC_020078,28141,Cronobacter sakazakii
1983784,Curvibacter phage P26059B,NC_048055,1888168,Curvibacter sp.
444875,Cyanophage 9515-10a,NC_016657,167542,Prochlorococcus marinus str. MIT 9515
889951,Cyanophage KBS-P-1A,NC_020865,32051,Synechococcus sp. WH 7803
889953,Cyanophage KBS-S-2A,NC_020854,32051,Synechococcus sp. WH 7803
889954,Cyanophage MED4-117,NC_020857,1218,Prochlorococcus
445693,Cyanophage NATL1A-7,NC_016658,167555,Prochlorococcus marinus str. NATL1A
445692,Cyanophage NATL2A-133,NC_016659,59920,Prochlorococcus marinus str. NATL2A
536444,Cyanophage P-RSM1,NC_021071,59922,Prochlorococcus marinus str. MIT 9303
536446,Cyanophage P-RSM3,HQ634176,59920,Prochlorococcus marinus str. NATL2A
929832,Cyanophage P-RSM6,NC_020855,59920,Prochlorococcus marinus str. NATL2A
